population;site;sample_type;substrate;L;Z;structure;species;hybride_score
oenij;oenij;unsystematic;any;20.3;1;0.011;edulis;0
oenij;oenij;unsystematic;any;29.1;0.761538462;0.06;edulis;2
oenij;oenij;unsystematic;any;34.6;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;29.7;0.8;0.012;edulis;0
oenij;oenij;unsystematic;any;26;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;20.5;0.617283951;0.99;trossulus;8
oenij;oenij;unsystematic;any;31.8;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;25.1;0;0.989;trossulus;7
oenij;oenij;unsystematic;any;27.9;0;0.989;trossulus;7
oenij;oenij;unsystematic;any;28.8;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;24.5;0.505263158;0.601;hybrid;5
oenij;oenij;unsystematic;any;20.9;0;0.525;hybrid;4
oenij;oenij;unsystematic;any;20.1;0;0.975;trossulus;6
oenij;oenij;unsystematic;any;19.4;0.448717949;0.989;trossulus;8
oenij;oenij;unsystematic;any;18.8;0;0.974;trossulus;7
oenij;oenij;unsystematic;any;24.5;0;0.988;trossulus;7
oenij;oenij;unsystematic;any;17.1;0;0.976;trossulus;7
oenij;oenij;unsystematic;any;16.5;0;0.986;trossulus;6
oenij;oenij;unsystematic;any;14.6;0;0.981;trossulus;6
oenij;oenij;unsystematic;any;13.9;0;0.985;trossulus;6
oenij;oenij;unsystematic;any;13.3;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;12.1;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;11.6;0;0.94;trossulus;7
oenij;oenij;unsystematic;any;10;0;0.886;hybrid;6
oenij;oenij;unsystematic;any;10.4;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;8.1;0;0.989;trossulus;8
oenij;oenij;unsystematic;any;10.4;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;8.6;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;10.1;0;0.99;trossulus;8
oenij;oenij;unsystematic;any;NA;NA;0.989;trossulus;8
oenij;oenij;unsystematic;any;NA;NA;0.99;trossulus;8
oenij;oenij;unsystematic;any;NA;NA;0.99;trossulus;8
salnij;salnij;unsystematic;any;11.6;0;0.988;trossulus;8
salnij;salnij;unsystematic;any;15.2;0;0.976;trossulus;7
salnij;salnij;unsystematic;any;10.8;0;0.989;trossulus;8
salnij;salnij;unsystematic;any;13;0.568627451;0.616;hybrid;5
salnij;salnij;unsystematic;any;11.7;0;0.989;trossulus;8
salnij;salnij;unsystematic;any;NA;NA;0.974;trossulus;7
salnij;salnij;unsystematic;any;16.8;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;16;0;0.968;trossulus;7
salnij;salnij;unsystematic;any;14.9;0;0.988;trossulus;8
salnij;salnij;unsystematic;any;15.3;0;0.988;trossulus;8
salnij;salnij;unsystematic;any;12.7;0;0.988;trossulus;8
salnij;salnij;unsystematic;any;16.1;0;0.89;hybrid;6
salnij;salnij;unsystematic;any;19.9;0;0.989;trossulus;8
salnij;salnij;unsystematic;any;21.3;0;0.947;trossulus;7
salnij;salnij;unsystematic;any;20.5;0.43902439;0.974;trossulus;7
salnij;salnij;unsystematic;any;22.8;0;0.973;trossulus;7
salnij;salnij;unsystematic;any;21.9;0;0.922;trossulus;6
salnij;salnij;unsystematic;any;20.53;0.701149425;0.947;trossulus;7
salnij;salnij;unsystematic;any;NA;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;22.1;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;19.6;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;21.5;0;0.915;trossulus;6
salnij;salnij;unsystematic;any;NA;0.847619048;0.121;hybrid;1
salnij;salnij;unsystematic;any;26.7;0.94214876;0.011;edulis;0
salnij;salnij;unsystematic;any;23.7;0;0.524;hybrid;4
salnij;salnij;unsystematic;any;27.9;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;24.4;0;0.989;trossulus;8
salnij;salnij;unsystematic;any;18.9;0;0.99;trossulus;8
salnij;salnij;unsystematic;any;26.4;0;0.917;trossulus;6
salnij;salnij;unsystematic;any;27.3;0;0.548;hybrid;4
salnij;salnij;unsystematic;any;27.9;0;0.633;hybrid;5
salnij;salnij;unsystematic;any;31.9;0.571428571;0.459;hybrid;4
salnij;salnij;unsystematic;any;33.8;0;0.989;trossulus;8
salnij;salnij;unsystematic;any;29.25;0;0.976;trossulus;7
salnij;salnij;unsystematic;any;29;0;0.911;trossulus;6
salnij;salnij;unsystematic;any;28.9;0;0.988;trossulus;7
salnij;salnij;unsystematic;any;46.9;0.464788732;0.989;trossulus;8
salnij;salnij;unsystematic;any;24.6;0;0.973;trossulus;7
salnij;salnij;unsystematic;any;31.1;0;0.988;trossulus;7
salnij;salnij;unsystematic;any;27.2;0;0.987;trossulus;7
kanal;kanal;unsystematic;any;47.2;0;0.527;hybrid;4
kanal;kanal;unsystematic;any;11.5;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;13.1;0;0.988;trossulus;7
kanal;kanal;unsystematic;any;12.5;0;0.976;trossulus;7
kanal;kanal;unsystematic;any;16.4;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;18;0;0.987;trossulus;7
kanal;kanal;unsystematic;any;19.7;0.609756098;0.989;trossulus;8
kanal;kanal;unsystematic;any;21.4;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;17.9;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;17;0;0.985;trossulus;6
kanal;kanal;unsystematic;any;17.6;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;NA;NA;0.457;hybrid;4
kanal;kanal;unsystematic;any;23.3;0;0.971;trossulus;7
kanal;kanal;unsystematic;any;NA;NA;0.99;trossulus;8
kanal;kanal;unsystematic;any;19.4;0;0.467;hybrid;4
kanal;kanal;unsystematic;any;23.6;0;0.465;hybrid;4
kanal;kanal;unsystematic;any;25.6;0;0.57;hybrid;4
kanal;kanal;unsystematic;any;24.5;0;0.983;trossulus;7
kanal;kanal;unsystematic;any;26.9;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;31.5;0.727272727;0.99;trossulus;8
kanal;kanal;unsystematic;any;32.5;0;0.973;trossulus;7
kanal;kanal;unsystematic;any;31.4;0;0.976;trossulus;7
kanal;kanal;unsystematic;any;30.6;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;34.9;0;0.236;hybrid;2
kanal;kanal;unsystematic;any;39.8;0;0.976;trossulus;7
kanal;kanal;unsystematic;any;30.4;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;38.2;0;0.38;hybrid;3
kanal;kanal;unsystematic;any;39.6;0;0.973;trossulus;7
kanal;kanal;unsystematic;any;32.8;0;0.988;trossulus;8
kanal;kanal;unsystematic;any;33.1;0;0.989;trossulus;8
kanal;kanal;unsystematic;any;10.3;0;0.976;trossulus;7
kanal;kanal;unsystematic;any;12.7;0.509803922;0.99;trossulus;8
kanal;kanal;unsystematic;any;11.9;0;0.971;trossulus;7
kanal;kanal;unsystematic;any;11.8;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;12.3;0.466666667;0.971;trossulus;7
kanal;kanal;unsystematic;any;9.6;0;0.989;trossulus;8
kanal;kanal;unsystematic;any;13;0;0.939;trossulus;7
kanal;kanal;unsystematic;any;12.5;0;0.948;trossulus;7
kanal;kanal;unsystematic;any;11.9;0;0.989;trossulus;8
kanal;kanal;unsystematic;any;9.6;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;NA;NA;0.989;trossulus;8
kanal;kanal;unsystematic;any;15.2;0.785714286;0.784;hybrid;5
kanal;kanal;unsystematic;any;NA;NA;0.988;trossulus;7
kanal;kanal;unsystematic;any;15.8;0;0.99;trossulus;8
kanal;kanal;unsystematic;any;16.7;0;0.976;trossulus;7
kanal;kanal;unsystematic;any;17.8;0.376470588;0.395;hybrid;3
kanal;kanal;unsystematic;any;18.1;0;0.987;trossulus;7
kanal;kanal;unsystematic;any;20.1;0;0.989;trossulus;8
kanal;kanal;unsystematic;any;20.5;0;0.718;hybrid;5
kanal;kanal;unsystematic;any;24.9;0.444444444;0.913;trossulus;6
vor1;vor1;unsystematic;any;21.9;0.670103093;0.042;edulis;1
vor1;vor1;unsystematic;any;NA;NA;0.011;edulis;0
vor1;vor1;unsystematic;any;15.5;0.608695652;0.168;hybrid;2
vor1;vor1;unsystematic;any;NA;NA;0.011;edulis;0
vor1;vor1;unsystematic;any;21.3;0.65;0.011;edulis;0
vor1;vor1;unsystematic;any;16.4;0.733333333;0.014;edulis;1
vor1;vor1;unsystematic;any;19.8;0.352941176;0.089;hybrid;1
vor1;vor1;unsystematic;any;12.7;0;0.956;trossulus;6
vor1;vor1;unsystematic;any;13.4;0.716666667;0.018;edulis;2
vor1;vor1;unsystematic;any;15;0.731343284;0.019;edulis;2
vor1;vor1;unsystematic;any;14.3;0.683333333;0.011;edulis;0
vor1;vor1;unsystematic;any;12.2;0.339285714;0.013;edulis;1
vor1;vor1;unsystematic;any;27.8;0.496453901;0.161;hybrid;2
vor1;vor1;unsystematic;any;26.3;1.43442623;0.011;edulis;0
vor1;vor1;unsystematic;any;18.9;0.639534884;0.045;edulis;1
vor1;vor1;unsystematic;any;18.5;0.5875;0.042;edulis;1
vor1;vor1;unsystematic;any;30.7;0;0.411;hybrid;3
vor1;vor1;unsystematic;any;29.9;0.911949686;0.176;hybrid;2
vor1;vor1;unsystematic;any;23.8;0;0.045;edulis;1
vor1;vor1;unsystematic;any;24.6;0.646551724;0.647;hybrid;5
vor1;vor1;unsystematic;any;16.7;0;0.013;edulis;1
vor1;vor1;unsystematic;any;NA;NA;0.011;edulis;0
vor1;vor1;unsystematic;any;28.4;0.825396825;0.011;edulis;0
vor1;vor1;unsystematic;any;32.6;0.633986928;0.013;edulis;1
vor1;vor1;unsystematic;any;32.2;0.718562874;0.043;edulis;1
vor1;vor1;unsystematic;any;35.7;0.740112994;0.011;edulis;0
vor1;vor1;unsystematic;any;25.5;0;0.012;edulis;0
vor1;vor1;unsystematic;any;31.8;0.782894737;0.011;edulis;0
vor1;vor1;unsystematic;any;35.3;0.611764706;0.01;edulis;0
vor1;vor1;unsystematic;any;25.6;0;0.011;edulis;0
vor1;vor1;unsystematic;any;30.6;0;0.011;edulis;0
vor1;vor1;unsystematic;any;29.3;0;0.01;edulis;0
vor1;vor1;unsystematic;any;27.9;0.378787879;0.011;edulis;0
vor1;vor1;unsystematic;any;29.1;0.8;0.01;edulis;0
vor1;vor1;unsystematic;any;19.6;0;0.115;hybrid;2
vor1;vor1;unsystematic;any;21.2;0.65;0.042;edulis;1
vor1;vor1;unsystematic;any;NA;NA;0.042;edulis;1
vor1;vor1;unsystematic;any;28.7;0.305343511;0.011;edulis;0
vor1;vor1;unsystematic;any;18.2;0.505747126;0.163;hybrid;2
vor1;vor1;unsystematic;any;27.5;0.504132231;0.534;hybrid;4
vor1;vor1;unsystematic;any;27.2;0.625;0.011;edulis;0
vor1;vor1;unsystematic;any;34.7;0.823529412;0.287;hybrid;3
vor1;vor1;unsystematic;any;29.9;0.662251656;0.011;edulis;0
vor1;vor1;unsystematic;any;15;0.656716418;0.113;hybrid;2
vor1;vor1;unsystematic;any;35.1;0.687898089;0.011;edulis;0
vor1;vor1;unsystematic;any;21.8;0.657142857;0.041;edulis;1
vor1;vor1;unsystematic;any;25;0.713043478;0.011;edulis;0
vor2;vor2;unsystematic;any;15.2;1.031746032;0.23;hybrid;3
vor2;vor2;unsystematic;any;25.2;0.743589744;0.013;edulis;1
vor2;vor2;unsystematic;any;34.5;1;0.365;hybrid;3
vor2;vor2;unsystematic;any;26.8;0.737704918;0.011;edulis;0
vor2;vor2;unsystematic;any;36.8;0.641176471;0.013;edulis;1
vor2;vor2;unsystematic;any;21;0.651685393;0.047;edulis;1
vor2;vor2;unsystematic;any;27.7;0.873134328;0.011;edulis;0
vor2;vor2;unsystematic;any;33;0.832214765;0.013;edulis;1
vor2;vor2;unsystematic;any;28.7;0.921875;0.161;hybrid;2
vor2;vor2;unsystematic;any;26.8;0.805084746;0.15;hybrid;2
vor2;vor2;unsystematic;any;30.8;0.966666667;0.013;edulis;1
vor2;vor2;unsystematic;any;15.4;0.615384615;0.352;hybrid;4
vor2;vor2;unsystematic;any;32.3;1;0.263;hybrid;3
vor2;vor2;unsystematic;any;31.9;0.814285714;0.014;edulis;1
vor2;vor2;unsystematic;any;17.9;1.022222222;0.605;hybrid;5
vor2;vor2;unsystematic;any;23.7;0.866666667;0.018;edulis;1
vor2;vor2;unsystematic;any;21.2;0.845360825;0.011;edulis;0
vor2;vor2;unsystematic;any;16;0.928571429;0.011;edulis;0
vor2;vor2;unsystematic;any;23.1;0.93;0.018;edulis;2
vor2;vor2;unsystematic;any;28.4;1;0.011;edulis;0
vor2;vor2;unsystematic;any;21.6;0.714285714;0.011;edulis;0
vor2;vor2;unsystematic;any;27.5;0.961538462;0.011;edulis;0
vor2;vor2;unsystematic;any;11.2;0.86;0.835;hybrid;6
vor2;vor2;unsystematic;any;24;0.9375;0.011;edulis;0
vor2;vor2;unsystematic;any;27;1;0.01;edulis;0
vor2;vor2;unsystematic;any;25;0.619469027;0.046;edulis;1
vor2;vor2;unsystematic;any;NA;NA;0.011;edulis;0
vor2;vor2;unsystematic;any;NA;NA;0.011;edulis;0
vor2;vor2;unsystematic;any;18.5;0.777777778;0.06;edulis;2
vor2;vor2;unsystematic;any;19.6;0.902777778;0.087;hybrid;1
vor2;vor2;unsystematic;any;24.3;1;0.011;edulis;0
vor2;vor2;unsystematic;any;16.3;0.757575758;0.014;edulis;1
vor2;vor2;unsystematic;any;23.1;0.660377358;0.011;edulis;0
vor2;vor2;unsystematic;any;18.1;0.476190476;0.042;edulis;1
vor2;vor2;unsystematic;any;33.8;0.889570552;0.011;edulis;0
vor2;vor2;unsystematic;any;29.3;1;0.01;edulis;0
vor2;vor2;unsystematic;any;22.1;0.7;0.046;edulis;1
vor2;vor2;unsystematic;any;11;0.847826087;0.013;edulis;1
vor2;vor2;unsystematic;any;27;0.803571429;0.014;edulis;1
vor2;vor2;unsystematic;any;29.2;1;0.01;edulis;0
vor2;vor2;unsystematic;any;24.4;0.983606557;0.011;edulis;0
vor2;vor2;unsystematic;any;NA;NA;0.011;edulis;0
vor5;vor5;unsystematic;any;12.8;1;0.056;edulis;1
vor5;vor5;unsystematic;any;NA;NA;0.011;edulis;0
vor5;vor5;unsystematic;any;13.1;0.737704918;0.013;edulis;1
vor5;vor5;unsystematic;any;13.3;0.694915254;0.011;edulis;0
vor5;vor5;unsystematic;any;14.1;0.819672131;0.011;edulis;0
vor5;vor5;unsystematic;any;15.3;0.652173913;0.011;edulis;0
vor5;vor5;unsystematic;any;16.4;0.846153846;0.042;edulis;1
vor5;vor5;unsystematic;any;18.1;0.772151899;0.011;edulis;0
vor5;vor5;unsystematic;any;20.3;0.786516854;0.049;edulis;1
vor5;vor5;unsystematic;any;22;0.673076923;0.014;edulis;1
vor5;vor5;unsystematic;any;19.2;0;0.975;trossulus;7
vor5;vor5;unsystematic;any;20.9;0.628571429;0.041;edulis;1
vor5;vor5;unsystematic;any;21.2;0.913461538;0.011;edulis;0
vor5;vor5;unsystematic;any;21.3;0.95;0.197;hybrid;1
vor5;vor5;unsystematic;any;22.9;1;0.011;edulis;0
vor5;vor5;unsystematic;any;21.9;1;0.23;hybrid;3
vor5;vor5;unsystematic;any;25.9;0;0.983;trossulus;7
vor5;vor5;unsystematic;any;30.1;0.857142857;0.012;edulis;0
vor5;vor5;unsystematic;any;32.4;1;0.011;edulis;0
vor5;vor5;unsystematic;any;34.9;0.864197531;0.056;edulis;1
vor5;vor5;unsystematic;any;36.4;0.865853659;0.014;edulis;1
vor5;vor5;unsystematic;any;30.9;0.96969697;0.01;edulis;0
vor5;vor5;unsystematic;any;36.3;0.982857143;0.011;edulis;0
vor5;vor5;unsystematic;any;NA;NA;0.011;edulis;0
vor5;vor5;unsystematic;any;14;0.793650794;0.064;hybrid;2
vor5;vor5;unsystematic;any;NA;NA;0.013;edulis;1
vor5;vor5;unsystematic;any;15.5;0.814285714;0.01;edulis;0
vor5;vor5;unsystematic;any;15;1;0.013;edulis;1
vor5;vor5;unsystematic;any;13.2;0.961538462;0.043;edulis;1
vor5;vor5;unsystematic;any;23.9;0.754545455;0.014;edulis;0
vor5;vor5;unsystematic;any;22.8;0.747572816;0.011;edulis;0
vor5;vor5;unsystematic;any;35.7;0.944444444;0.189;hybrid;2
vor5;vor5;unsystematic;any;28.8;0.894736842;0.084;hybrid;1
vor5;vor5;unsystematic;any;26.4;0.696721311;0.043;edulis;1
vor5;vor5;unsystematic;any;25.5;0.769230769;0.013;edulis;1
vor5;vor5;unsystematic;any;31.3;0.73943662;0.011;edulis;0
vor5;vor5;unsystematic;any;25.2;0;0.015;edulis;1
vor5;vor5;unsystematic;any;28.7;0.948905109;0.011;edulis;0
vor5;vor5;unsystematic;any;28.3;0.984848485;0.011;edulis;0
vor5;vor5;unsystematic;any;29.9;0.546666667;0.042;edulis;1
vor5;vor5;unsystematic;any;32.5;0.952380952;0.09;hybrid;1
vor5;vor5;unsystematic;any;30.3;0.893939394;0.022;edulis;0
vor5;vor5;unsystematic;any;36.1;1;0.011;edulis;0
vor5;vor5;unsystematic;any;31.6;0.649253731;0.012;edulis;0
vor5;vor5;unsystematic;any;34;0.625806452;0.011;edulis;0
vor5;vor5;unsystematic;any;33.9;1;0.011;edulis;0
voronya;voronya;unsystematic;any;11.2;0.795454545;0.013;edulis;1
voronya;voronya;unsystematic;any;9.8;0.6;0.011;edulis;0
voronya;voronya;unsystematic;any;8.3;0.714285714;0.044;edulis;1
voronya;voronya;unsystematic;any;11.5;0;0.973;trossulus;7
voronya;voronya;unsystematic;any;10.9;1.022727273;0.011;edulis;0
voronya;voronya;unsystematic;any;23.4;0.68627451;0.011;edulis;0
voronya;voronya;unsystematic;any;18.1;0.76056338;0.014;edulis;1
voronya;voronya;unsystematic;any;19.8;0.731707317;0.013;edulis;0
voronya;voronya;unsystematic;any;27.1;0.888888889;0.01;edulis;0
voronya;voronya;unsystematic;any;30.5;1;0.018;edulis;2
voronya;voronya;unsystematic;any;26.7;0.865384615;0.012;edulis;0
voronya;voronya;unsystematic;any;24.9;0.626086957;0.926;trossulus;6
voronya;voronya;unsystematic;any;24.5;1;0.018;edulis;1
voronya;voronya;unsystematic;any;28.5;1;0.011;edulis;0
voronya;voronya;unsystematic;any;30.8;0.921985816;0.011;edulis;0
voronya;voronya;unsystematic;any;31.3;0.970149254;0.011;edulis;0
voronya;voronya;unsystematic;any;31.1;1;0.011;edulis;0
voronya;voronya;unsystematic;any;36.8;1;0.011;edulis;0
voronya;voronya;unsystematic;any;37;1;0.011;edulis;0
voronya;voronya;unsystematic;any;32.5;0.591549296;0.041;edulis;1
voronya;voronya;unsystematic;any;38.2;0.482233503;0.087;hybrid;1
voronya;voronya;unsystematic;any;40.9;0.965;0.012;edulis;0
voronya;voronya;unsystematic;any;42.8;0.87254902;0.012;edulis;0
voronya;voronya;unsystematic;any;13.7;0;0.842;hybrid;6
voronya;voronya;unsystematic;any;14.8;1.016666667;0.467;hybrid;4
voronya;voronya;unsystematic;any;15.2;0;0.974;trossulus;7
voronya;voronya;unsystematic;any;14.4;0.576923077;0.011;edulis;0
voronya;voronya;unsystematic;any;17.1;0;0.99;trossulus;8
voronya;voronya;unsystematic;any;15.9;0.677419355;0.011;edulis;0
voronya;voronya;unsystematic;any;17.3;0.723076923;0.011;edulis;0
voronya;voronya;unsystematic;any;21.7;0.736842105;0.392;hybrid;4
voronya;voronya;unsystematic;any;22.7;0;0.989;trossulus;8
voronya;voronya;unsystematic;any;23.9;0.705882353;0.091;hybrid;1
voronya;voronya;unsystematic;any;25.3;0.773195876;0.974;trossulus;7
voronya;voronya;unsystematic;any;23.7;1;0.011;edulis;0
voronya;voronya;unsystematic;any;29.9;0.8;0.01;edulis;0
voronya;voronya;unsystematic;any;25.4;0.954545455;0.011;edulis;0
voronya;voronya;unsystematic;any;30.5;1;0.014;edulis;1
voronya;voronya;unsystematic;any;32.6;1;0.011;edulis;0
voronya;voronya;unsystematic;any;35.9;0.96969697;0.058;edulis;2
voronya;voronya;unsystematic;any;33.3;0.688888889;0.385;hybrid;3
voronya;voronya;unsystematic;any;32.8;0.965034965;0.01;edulis;0
voronya;voronya;unsystematic;any;33.7;1;0.011;edulis;0
voronya;voronya;unsystematic;any;42.4;0.850746269;0.013;edulis;1
voronya;voronya;unsystematic;any;33.9;0.903225806;0.011;edulis;0
voronya;voronya;unsystematic;any;34.6;1;0.011;edulis;0
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.196;hybrid;1
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.379;hybrid;3
ryazh_f;ryazhkov;systematic;fucales;12.6;0;0.989;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;18.5;0.825;0.089;hybrid;1
ryazh_f;ryazhkov;systematic;fucales;14.7;0.901639344;0.043;edulis;1
ryazh_f;ryazhkov;systematic;fucales;24.9;0;0.805;hybrid;5
ryazh_f;ryazhkov;systematic;fucales;19.4;0.917647059;0.388;hybrid;3
ryazh_f;ryazhkov;systematic;fucales;31.2;0;0.986;trossulus;6
ryazh_f;ryazhkov;systematic;fucales;26.8;1;0.011;edulis;0
ryazh_f;ryazhkov;systematic;fucales;30.6;0;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;29.8;0;0.975;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;25.1;0.454545455;0.36;hybrid;2
ryazh_f;ryazhkov;systematic;fucales;27.5;0;0.568;hybrid;4
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.12;hybrid;1
ryazh_f;ryazhkov;systematic;fucales;29.1;0;0.973;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;23.2;0;0.916;trossulus;6
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.932;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;37.1;0;0.523;hybrid;4
ryazh_f;ryazhkov;systematic;fucales;37.3;NA;0.929;trossulus;6
ryazh_f;ryazhkov;systematic;fucales;39.7;0;0.989;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;46.8;0;0.974;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;43.6;0.788944724;0.012;edulis;0
ryazh_f;ryazhkov;systematic;fucales;11.5;0.5;0.367;hybrid;4
ryazh_f;ryazhkov;systematic;fucales;11.5;0.511111111;0.989;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;13;0.785714286;0.013;edulis;1
ryazh_f;ryazhkov;systematic;fucales;14.2;0;0.989;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;12.9;0.74137931;0.014;edulis;1
ryazh_f;ryazhkov;systematic;fucales;15.2;0;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.971;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;15.6;0.492307692;0.656;hybrid;5
ryazh_f;ryazhkov;systematic;fucales;20;0.768292683;0.899;hybrid;5
ryazh_f;ryazhkov;systematic;fucales;20;0;0.01;edulis;0
ryazh_f;ryazhkov;systematic;fucales;NA;NA;0.989;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;24.1;0;0.971;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;24.5;0;0.985;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;28.1;0;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;29.1;0;0.976;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;32.4;0;0.382;hybrid;4
ryazh_f;ryazhkov;systematic;fucales;30.2;0.934306569;0.227;hybrid;2
ryazh_f;ryazhkov;systematic;fucales;28.8;0;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;28.4;0;0.977;trossulus;7
ryazh_f;ryazhkov;systematic;fucales;32.8;0;0.635;hybrid;5
ryazh_f;ryazhkov;systematic;fucales;36.4;0.946666667;0.04;edulis;1
ryazh_f;ryazhkov;systematic;fucales;35.7;0.857142857;0.822;hybrid;4
ryazh_f;ryazhkov;systematic;fucales;33.7;0;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;37.1;0.453488372;0.99;trossulus;8
ryazh_f;ryazhkov;systematic;fucales;47.3;0;0.25;hybrid;2
ryazh2;ryazhkov;systematic;ground;18.5;0.948051948;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;17.5;1.054794521;0.012;edulis;0
ryazh2;ryazhkov;systematic;ground;21.9;1;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;19.7;1.011235955;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;16.4;0.930555556;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;17.9;0.444444444;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;21.6;1.00952381;0.085;hybrid;1
ryazh2;ryazhkov;systematic;ground;24.1;1;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;22.1;0;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;25.7;0.801886792;0.375;hybrid;3
ryazh2;ryazhkov;systematic;ground;30.1;1;0.922;trossulus;7
ryazh2;ryazhkov;systematic;ground;26.5;0.849056604;0.043;edulis;1
ryazh2;ryazhkov;systematic;ground;36.5;1.00617284;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;35.7;1;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;38.8;1;0.043;edulis;1
ryazh2;ryazhkov;systematic;ground;40.1;1;0.01;edulis;0
ryazh2;ryazhkov;systematic;ground;45.7;0.838427948;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;36.6;1;0.385;hybrid;3
ryazh2;ryazhkov;systematic;ground;38.5;1.076923077;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;36.5;1;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;34.1;1;0.05;edulis;1
ryazh2;ryazhkov;systematic;ground;36.8;0;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;13.4;0;0.549;hybrid;4
ryazh2;ryazhkov;systematic;ground;16.9;0.851351351;0.119;hybrid;1
ryazh2;ryazhkov;systematic;ground;16.2;1;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;15.1;0.676923077;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;19.1;NA;0.239;hybrid;2
ryazh2;ryazhkov;systematic;ground;20;1;0.01;edulis;0
ryazh2;ryazhkov;systematic;ground;29.6;1.12;0.01;edulis;0
ryazh2;ryazhkov;systematic;ground;32.8;0.933333333;0.011;edulis;0
ryazh2;ryazhkov;systematic;ground;32.5;0.974522293;0.013;edulis;1
ryazh2;ryazhkov;systematic;ground;33.1;1;0.313;hybrid;2
ryazh2;ryazhkov;systematic;ground;38.5;0.862857143;0.014;edulis;1
ryazh2;ryazhkov;systematic;ground;22.1;0.8;0.386;hybrid;3
ryazh2;ryazhkov;systematic;ground;26.1;1;0.011;edulis;0
kovda;kovda;unsystematic;any;14;0;0.94;trossulus;7
kovda;kovda;unsystematic;any;16.9;0.577;0.302;hybrid;3
kovda;kovda;unsystematic;any;13.5;0;0.989;trossulus;8
kovda;kovda;unsystematic;any;10.2;0.625;0.011;edulis;0
kovda;kovda;unsystematic;any;17;0.671641791;0.01;edulis;0
kovda;kovda;unsystematic;any;10.4;0.959183673;0.046;edulis;1
kovda;kovda;unsystematic;any;11.7;0.736;0.011;edulis;0
kovda;kovda;unsystematic;any;15.7;0.538461538;0.562;hybrid;5
kovda;kovda;unsystematic;any;11.3;1;0.655;hybrid;5
kovda;kovda;unsystematic;any;12.2;0.8;0.013;edulis;1
